date,description,amount,category,subcategory
2025-10-04,T-MOBILE PAYMENT,143.03,Utilities & Communication,Cell phone
2024-09-17,COUNTY VEHICLE LICENSE,45.66,Transportation & Vehicle,Registration/licensing
2025-04-24,APARTMENTS.COM RENT,1672.43,Housing & Real Estate,Rent
2025-01-24,PROGRESSIVE INSURANCE,233.07,Transportation & Vehicle,Auto insurance
2025-07-03,COUNTY VEHICLE LICENSE,92.56,Transportation & Vehicle,Registration/licensing
2025-09-24,NETFLIX.COM,62.28,Utilities & Communication,Cable/streaming services
2024-09-27,VIATOR TOURS,709.64,Travel & Vacations,Tour packages
2024-04-03,GREAT CLIPS #9228,72.66,Personal Care & Apparel,Salon/barber visits
2024-07-23,BASKIN ROBBINS #7893,10.59,Food & Dining,Snacks & Desserts
2024-08-28,TARGET #8275,75.03,Household,Misc
2025-02-27,FIRST BAPTIST CHURCH,62.76,Gifts & Charity,Tithing
2025-03-21,UNUM DISABILITY,96.83,Insurance (Non-housing/Non-auto),Disability insurance
2024-06-20,AIRBNB PAYMENT,591.01,Travel & Vacations,Lodging
2024-01-31,NEW YORK TIMES SUB,54.09,Entertainment & Leisure,Books/Periodicals
2024-11-30,NATIONAL GRID GAS,165.99,Utilities & Communication,
2025-10-06,GRUBHUB ORDER #7971,22.67,Food & Dining,Meal delivery services
2024-03-21,UNUM DISABILITY,125.21,Insurance (Non-housing/Non-auto),Disability insurance
2024-11-05,CON EDISON UTILITY,115.02,Utilities & Communication,Electricity
2025-03-15,EQUINOX CLUB DUES,83.63,Entertainment & Leisure,Gym/club memberships
2024-09-02,JIFFY LUBE #3450,381.1,Transportation & Vehicle,Vehicle maintenance & repairs
2024-02-26,COUNTY VEHICLE LICENSE,155.83,Transportation & Vehicle,Registration/licensing
2024-05-17,ULTA BEAUTY #9755,86.41,Personal Care & Apparel,Cosmetics/personal hygiene products
2024-02-26,AMAZON.COM BOOKS,34.56,Entertainment & Leisure,Books/Periodicals
2024-12-17,EQUINOX CLUB DUES,156.39,Entertainment & Leisure,Gym/club memberships
2024-10-16,ST JUDE DONATION,85.52,Gifts & Charity,Charitable donations
2024-07-04,ZELLE TRANSFER TO FAMILY,457.39,Family & Dependent Support,Routine family financial assistance.
2025-11-12,METLIFE DISABILITY,110.95,Insurance (Non-housing/Non-auto),Disability insurance
2025-02-12,NAVIENT LOAN PYMT,183.8,Debts & Loans,Student loans
2025-11-23,LOCAL BARBER SHOP,51.3,Personal Care & Apparel,Salon/barber visits
2024-01-08,OFFICE DEPOT #3196,10.77,Household,Office Expenses
2025-07-17,ETSY.COM ORDER,54.58,Gifts & Charity,Holiday/birthday gifts
2024-07-16,PETCO #7863,25.13,Pets,Pet food & supplies
2025-11-28,WORLD NOMADS INSURANCE,107.57,Travel & Vacations,Travel insurance
2024-10-08,TRUPANION PET INSURANCE,49.73,Pets,Pet insurance
2025-05-08,PETCO BIRD SUPPLIES,48.03,Pets,Bird supplies
2024-05-15,ALLIANZ TRAVEL INS,84.26,Travel & Vacations,Travel insurance
2025-01-21,UBER TRIP,33.04,Transportation & Vehicle,Public transit/ride-sharing
2025-03-08,TREASURER TAX OFC,1790.7,Housing & Real Estate,Property Taxes
2025-01-25,CARNIVAL CRUISE LINE,880.69,Travel & Vacations,Cruises
2024-12-28,HONDA FINANCIAL,350.97,Transportation & Vehicle,Car payments
2025-11-18,COSTCO WHOLESALE #3283,13.96,Household,Cleaning supplies
2025-02-26,UBER EATS,33.85,Food & Dining,Meal delivery services
2025-09-30,ST JUDE DONATION,250.06,Gifts & Charity,Charitable donations
2024-05-11,GREYSTAR PROPERTY MGMT,2248.75,Housing & Real Estate,Rent
2025-04-26,HOA MGMT ASSOC #6367,542.48,Housing & Real Estate,HOA fees
2024-01-02,AIRBNB PAYMENT,154.95,Travel & Vacations,Lodging
2024-08-18,STUBHUB TICKETS,33.99,Entertainment & Leisure,Event tickets
2024-11-01,NATIONWIDE PET INS,56.9,Pets,Pet insurance
2025-03-20,TOYOTA FINANCIAL SVC,449.94,Transportation & Vehicle,Car payments
2025-12-23,NAVIENT LOAN PYMT,289.9,Debts & Loans,Student loans
2024-07-11,TRIPADVISOR EXPERIENCES,537.71,Travel & Vacations,Tour packages
2024-12-26,T-MOBILE PAYMENT,108.93,Utilities & Communication,Cell phone
2025-09-27,UNUM DISABILITY,73.75,Insurance (Non-housing/Non-auto),Disability insurance
2025-08-02,PG&E ELECTRIC BILL,176.86,Utilities & Communication,Electricity
2025-07-28,SOCALGAS PAYMENT,28.88,Utilities & Communication,Gas
2024-02-26,BARNES & NOBLE #7528,39.84,Entertainment & Leisure,Books/Periodicals
2024-10-12,GNC #6280,12.44,Personal Care & Apparel,Supplements/vitamins
2025-10-22,METRO TRANSIT FARE,4.86,Transportation & Vehicle,Public transit/ride-sharing
2024-10-14,TOYOTA FINANCIAL SVC,523.77,Transportation & Vehicle,Car payments
2025-09-26,CHASE CARD PAYMENT,99.36,Debts & Loans,Credit card balances
2024-09-18,COMCAST XFINITY,94.88,Utilities & Communication,Internet
2025-10-02,KINDERCARE LEARNING CTR,233.17,Family & Dependent Support,Childcare
2024-01-27,MONTESSORI ACADEMY,2832.48,Family & Dependent Support,Child education/tuition
2025-11-10,TARGET #1385,69.2,Household,Misc
2024-04-09,TACO BELL #2046,7.57,Food & Dining,Fast food
2025-07-24,ROTO-ROOTER PLUMBING,450.22,Housing & Real Estate,Maintenance & repairs
2024-01-02,AIRBNB PAYMENT,491.38,Travel & Vacations,Lodging
2024-06-12,ZILLOW RENTAL PYMT,1329.26,Housing & Real Estate,Rent
2024-05-23,COLD STONE CREAMERY,3.72,Food & Dining,Snacks & Desserts
2024-02-29,STATE FARM INSURANCE,160.11,Housing & Real Estate,Homeowner's Insurance
2024-03-15,HANDYMAN PRO SVC,573.47,Housing & Real Estate,Maintenance & repairs
2025-02-15,TRIPADVISOR EXPERIENCES,563.8,Travel & Vacations,Tour packages
2024-11-29,METRO TRANSIT FARE,35.84,Transportation & Vehicle,Public transit/ride-sharing
2025-06-16,AMAZON.COM OFFICE,83.16,Household,Office Expenses
2025-09-14,NATIONWIDE PET INS,55.37,Pets,Pet insurance
2024-09-14,CHASE CARD PAYMENT,1101.61,Debts & Loans,Credit card balances
2025-02-08,GOOGLE PLAY APPS,21.08,Entertainment & Leisure,Apps/services
2024-09-24,MARRIOTT HOTELS #4931,100.24,Travel & Vacations,Lodging
2025-08-13,SUPERCUTS #8698,95.59,Personal Care & Apparel,Salon/barber visits
2024-06-01,MASSMUTUAL LIFE,55.88,Insurance (Non-housing/Non-auto),Term or whole life insurance
2024-07-14,SEPHORA #6537,25.68,Personal Care & Apparel,Cosmetics/personal hygiene products
2025-08-08,HULU SUBSCRIPTION,82.54,Utilities & Communication,Cable/streaming services
2025-08-01,AT&T MOBILITY,91.11,Utilities & Communication,Cell phone
2025-05-09,OFFICE DEPOT #9145,119.73,Household,Office Expenses
2024-09-17,PETCO BIRD SUPPLIES,50.78,Pets,Bird supplies
2025-05-14,DUKE ENERGY PAYMT,197.9,Utilities & Communication,Electricity
2025-03-25,PETSMART #3451,17.27,Pets,Pet food & supplies
2024-05-09,ROYAL CARIBBEAN CRUISE,2502.0,Travel & Vacations,Cruises
2024-11-19,WELLS FARGO HOME MTG,2514.88,Housing & Real Estate,Mortgage
2025-06-11,VIATOR TOURS,667.55,Travel & Vacations,Tour packages
2024-08-17,GUARDIAN DISABILITY INS,81.17,Insurance (Non-housing/Non-auto),Disability insurance
2024-02-05,CAPITAL ONE PAYMENT,425.54,Debts & Loans,Credit card balances
2025-12-28,AXS TICKET PURCHASE,121.42,Entertainment & Leisure,Event tickets
2024-10-18,LOCAL DAYCARE CENTER,868.87,Family & Dependent Support,Childcare
2024-09-06,HANDYMAN PRO SVC,475.28,Housing & Real Estate,Maintenance & repairs
2025-12-03,ASSISTED LIVING FACILITY,933.49,Family & Dependent Support,Elder care support
2024-06-02,CARNIVAL CRUISE LINE,692.55,Travel & Vacations,Cruises
2025-11-02,ALLIANZ TRAVEL INS,115.16,Travel & Vacations,Travel insurance
2025-01-15,HOME INSTEAD SENIOR CARE,2135.23,Family & Dependent Support,Elder care support
2025-02-02,MICHAELS STORES #7465,122.52,Entertainment & Leisure,Hobbies
2025-10-10,VERIZON WIRELESS,44.55,Utilities & Communication,Cell phone
2025-02-25,TICKETMASTER EVENT,62.29,Entertainment & Leisure,Event tickets
2025-09-26,APPLE.COM/BILL,3.76,Entertainment & Leisure,Apps/services
2024-10-05,AMAZON.COM BOOKS,49.97,Entertainment & Leisure,Books/Periodicals
2024-03-22,LOCAL BISTRO #4913,58.55,Food & Dining,Dining out
2025-02-06,SHELL OIL #3024,89.54,Transportation & Vehicle,Gas/fuel
2025-06-11,CHICK-FIL-A #2540,17.13,Food & Dining,Fast food
2025-08-06,AETNA SUPPLEMENTAL,325.14,Healthcare,Private supplemental health insurance
2025-06-16,DMV VEHICLE REG,82.78,Transportation & Vehicle,Registration/licensing
2024-02-13,LENDINGCLUB PAYMENT,410.87,Debts & Loans,Personal installment loans
2024-05-01,PETCO #1211,71.31,Pets,Pet food & supplies
2025-01-19,MARRIOTT HOTELS #1315,264.32,Travel & Vacations,Lodging
2024-08-13,KINDERCARE LEARNING CTR,1019.85,Family & Dependent Support,Childcare
2025-07-27,MONTESSORI ACADEMY,1932.62,Family & Dependent Support,Child education/tuition
2024-11-15,CHEWY.COM,26.8,Pets,Pet food & supplies
2025-04-13,AXS TICKET PURCHASE,104.38,Entertainment & Leisure,Event tickets
2024-11-06,VIATOR TOURS,664.87,Travel & Vacations,Tour packages
2025-08-04,DICK'S SPORTING GOODS,55.92,Entertainment & Leisure,Recreational equipment
2025-01-13,STATE FARM INSURANCE,317.4,Housing & Real Estate,Homeowner's Insurance
2025-07-25,ETSY.COM ORDER,190.29,Gifts & Charity,Holiday/birthday gifts
2024-02-14,TRADER JOE'S #6497,194.03,Food & Dining,Groceries
2024-04-09,HILTON HOTELS #9933,334.97,Travel & Vacations,Lodging
2024-09-26,CARNIVAL CRUISE LINE,1543.33,Travel & Vacations,Cruises
2025-07-03,METRO TRANSIT FARE,40.61,Transportation & Vehicle,Public transit/ride-sharing
2024-07-30,AXS TICKET PURCHASE,63.29,Entertainment & Leisure,Event tickets
2025-04-21,BARNES & NOBLE #6668,11.58,Entertainment & Leisure,Books/Periodicals
2025-12-05,STAPLES #6244,101.64,Household,Office Expenses
2024-08-01,RED CROSS DONATION,465.8,Gifts & Charity,Charitable donations
2024-03-06,MONTESSORI ACADEMY,694.44,Family & Dependent Support,Child education/tuition
2025-11-05,LYFT RIDE,13.16,Transportation & Vehicle,Public transit/ride-sharing
2025-04-01,LOCAL PET GROOMER,78.41,Pets,Grooming
2024-07-01,CHASE CARD PAYMENT,934.94,Debts & Loans,Credit card balances
2024-01-06,PROGRESSIVE INSURANCE,108.11,Transportation & Vehicle,Auto insurance
2025-10-03,GNC #8914,41.99,Personal Care & Apparel,Supplements/vitamins
2024-04-03,COUNTY VEHICLE LICENSE,191.62,Transportation & Vehicle,Registration/licensing
2025-12-10,7-ELEVEN #4385,13.77,Food & Dining,Snacks & Desserts
2025-11-04,COMCAST XFINITY,84.58,Utilities & Communication,Internet
2025-09-25,BRIGHT SMILES DENTAL,314.22,Healthcare,Dental/vision care
2024-02-25,PROPERTY TAX ESCROW,1847.78,Housing & Real Estate,Property Taxes
2024-07-01,TRUPANION PET INSURANCE,35.85,Pets,Pet insurance
2025-11-12,WASTE MANAGEMENT INC,40.54,Utilities & Communication,Trash
2024-06-07,AQUA WATER SEWER,76.1,Utilities & Communication,Water/sewer
2025-05-31,ROTO-ROOTER PLUMBING,744.61,Housing & Real Estate,Maintenance & repairs
2025-11-02,NEW YORK TIMES SUB,49.76,Entertainment & Leisure,Books/Periodicals
2024-05-26,PRUDENTIAL LIFE INS,200.62,Insurance (Non-housing/Non-auto),Term or whole life insurance
2025-08-13,COMFORT KEEPERS,1054.91,Family & Dependent Support,Elder care support
2024-05-17,ST JUDE DONATION,195.11,Gifts & Charity,Charitable donations
2025-03-28,VCA ANIMAL HOSPITAL,446.71,Pets,Vet care
2024-03-09,LOCAL BISTRO #7279,24.18,Food & Dining,Dining out
2025-12-31,TREASURER TAX OFC,2538.59,Housing & Real Estate,Property Taxes
2025-11-08,NIKE STORE #252,71.67,Personal Care & Apparel,Shoes
2024-06-30,UBER TRIP,23.12,Transportation & Vehicle,Public transit/ride-sharing
2024-11-11,CHEWY.COM BIRD,15.24,Pets,Bird supplies
2024-01-27,UNITEDHEALTH MEDIGAP,132.43,Healthcare,Private supplemental health insurance
2024-03-14,CVS PHARMACY #4452,150.53,Healthcare,Prescriptions
2025-06-01,IHERB.COM,14.09,Personal Care & Apparel,Supplements/vitamins
2024-05-21,APARTMENTS.COM RENT,1428.98,Housing & Real Estate,Rent
2024-10-08,UNITED WAY DONATION,368.88,Gifts & Charity,Charitable donations
2025-01-12,UBER EATS,51.71,Food & Dining,Meal delivery services
2025-03-01,GENWORTH LTC INSURANCE,92.93,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2025-12-18,UNIVERSITY TUITION PYMT,1407.91,Family & Dependent Support,Child education/tuition
2025-02-09,EQUINOX CLUB DUES,46.48,Entertainment & Leisure,Gym/club memberships
2025-06-20,ST MARY'S PARISH TITHE,40.57,Gifts & Charity,Tithing
2024-11-11,STATE DMV FEE,214.92,Transportation & Vehicle,Registration/licensing
2024-12-26,CMS MEDICARE PART B,136.32,Healthcare,"Medicare premiums (Parts B, C, D)"
2025-12-23,HOBBY LOBBY #2926,164.61,Entertainment & Leisure,Hobbies
2024-11-12,SPECTRUM INTERNET,90.68,Utilities & Communication,Internet
2025-10-18,THE HOME DEPOT #2038,35.81,Household,Cleaning supplies
2025-05-04,UBER EATS,59.92,Food & Dining,Meal delivery services
2024-02-27,CHEVRON #3939,60.08,Transportation & Vehicle,Gas/fuel
2025-12-13,JOHN HANCOCK LTC,274.46,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2025-12-12,LOCAL VETERINARY CLINIC,694.92,Pets,Vet care
2025-06-24,DMV VEHICLE REG,176.63,Transportation & Vehicle,Registration/licensing
2024-11-28,CHEWY.COM,63.89,Pets,Pet food & supplies
2025-10-19,VITAMIN SHOPPE #7401,24.42,Personal Care & Apparel,Supplements/vitamins
2024-06-27,CITY WATER UTILITY,89.42,Utilities & Communication,Water/sewer
2024-10-29,SPOTIFY PREMIUM,8.41,Entertainment & Leisure,Apps/services
2025-11-06,OFFICE DEPOT #2362,129.7,Household,Office Expenses
2025-02-14,STAPLES #718,111.43,Household,Office Expenses
2024-02-13,TOYOTA FINANCIAL SVC,607.92,Transportation & Vehicle,Car payments
2025-10-15,ZELLE TRANSFER TO FAMILY,239.98,Family & Dependent Support,Routine family financial assistance.
2025-11-27,DUNKIN' #1315,7.05,Food & Dining,Coffee shops
2024-10-05,USAA HOMEOWNERS,229.37,Housing & Real Estate,Homeowner's Insurance
2024-03-06,AQUA WATER SEWER,42.5,Utilities & Communication,Water/sewer
2025-11-14,AMEX BILL PAYMENT,1053.72,Debts & Loans,Credit card balances
2024-05-13,LA FITNESS MEMBERSHIP,107.57,Entertainment & Leisure,Gym/club memberships
2024-05-18,PEET'S COFFEE #8147,4.8,Food & Dining,Coffee shops
2024-09-28,AMEX BILL PAYMENT,1435.63,Debts & Loans,Credit card balances
2024-06-07,TREASURER TAX OFC,2627.07,Housing & Real Estate,Property Taxes
2025-10-11,GEICO AUTO INSURANCE,154.6,Transportation & Vehicle,Auto insurance
2024-07-08,ST JUDE DONATION,257.92,Gifts & Charity,Charitable donations
2024-03-02,AMEX BILL PAYMENT,532.35,Debts & Loans,Credit card balances
2025-01-23,EXXONMOBIL #9020,52.57,Transportation & Vehicle,Gas/fuel
2025-07-31,T-MOBILE PAYMENT,92.99,Utilities & Communication,Cell phone
2025-03-20,OLD NAVY #1542,41.53,Personal Care & Apparel,Clothing
2025-11-16,SUPERCUTS #9357,38.52,Personal Care & Apparel,Salon/barber visits
2024-04-09,WELLS FARGO HOME MTG,1348.39,Housing & Real Estate,Mortgage
2025-05-16,MUNICIPAL WATER DEPT,102.04,Utilities & Communication,Water/sewer
2025-03-18,CVS PHARMACY #9898,16.78,Healthcare,Prescriptions
2024-05-13,REI CO-OP #7226,337.97,Entertainment & Leisure,Recreational equipment
2024-09-21,ROYAL CARIBBEAN CRUISE,2568.68,Travel & Vacations,Cruises
2024-11-19,WAYFAIR.COM,1159.71,Household,Furniture
2024-08-02,PRUDENTIAL LIFE INS,170.55,Insurance (Non-housing/Non-auto),Term or whole life insurance
2025-08-18,WAYFAIR.COM,120.52,Household,Furniture
2025-07-29,7-ELEVEN #8924,6.88,Food & Dining,Snacks & Desserts
2024-05-28,PETSMART #7146,119.53,Pets,Pet food & supplies
2024-05-03,HOME INSTEAD SENIOR CARE,1197.27,Family & Dependent Support,Elder care support
2024-01-01,CHASE CARD PAYMENT,996.65,Debts & Loans,Credit card balances
2024-08-07,UBER EATS,48.63,Food & Dining,Meal delivery services
2024-10-03,PROGRESSIVE INSURANCE,165.61,Transportation & Vehicle,Auto insurance
2024-04-05,HOME DEPOT APPLIANCES,1379.05,Household,Appliances
2025-04-21,ROTO-ROOTER PLUMBING,609.95,Housing & Real Estate,Maintenance & repairs
2024-12-05,METRO TRANSIT FARE,30.16,Transportation & Vehicle,Public transit/ride-sharing
2025-04-01,COMMUNITY CHURCH GIVING,399.0,Gifts & Charity,Tithing
2025-04-25,ASPEN DENTAL #300,304.07,Healthcare,Dental/vision care
2025-02-11,DUKE ENERGY PAYMT,197.12,Utilities & Communication,Electricity
2025-12-07,CAPITAL ONE PAYMENT,539.24,Debts & Loans,Credit card balances
2024-01-13,BARNES & NOBLE #8436,8.13,Entertainment & Leisure,Books/Periodicals
2025-12-25,NETFLIX.COM,11.21,Utilities & Communication,Cable/streaming services
2025-02-23,LOCAL BARBER SHOP,29.75,Personal Care & Apparel,Salon/barber visits
2024-03-25,LOCAL COMMUNITY COLLEGE,285.2,Entertainment & Leisure,Classes
2024-11-22,EXXONMOBIL #6344,76.08,Transportation & Vehicle,Gas/fuel
2025-03-27,PRUDENTIAL LIFE INS,147.1,Insurance (Non-housing/Non-auto),Term or whole life insurance
2024-08-27,SHELL OIL #8355,89.58,Transportation & Vehicle,Gas/fuel
2025-12-01,TRAVELEX INSURANCE,60.33,Travel & Vacations,Travel insurance
2024-06-25,TRIPADVISOR EXPERIENCES,410.05,Travel & Vacations,Tour packages
2024-09-12,LOCAL DAYCARE CENTER,608.96,Family & Dependent Support,Childcare
2024-08-26,DELTA AIR LINES,190.4,Travel & Vacations,Flights
2024-12-03,SPECTRUM CABLE TV,35.44,Utilities & Communication,Cable/streaming services
2025-12-19,WELLS FARGO HOME MTG,2272.28,Housing & Real Estate,Mortgage
2025-03-10,CON EDISON UTILITY,125.81,Utilities & Communication,Electricity
2025-05-03,NORDSTROM #7135,97.7,Personal Care & Apparel,Clothing
2025-03-24,NIKE STORE #2893,75.94,Personal Care & Apparel,Shoes
2024-02-07,TRUPANION PET INSURANCE,47.66,Pets,Pet insurance
2024-10-21,PG&E ELECTRIC BILL,198.86,Utilities & Communication,Electricity
2024-04-11,CITY TRASH COLLECTION,50.27,Utilities & Communication,Trash
2025-09-05,COMCAST XFINITY,70.69,Utilities & Communication,Internet
2025-01-19,UNITEDHEALTH MEDIGAP,272.74,Healthcare,Private supplemental health insurance
2025-09-20,GUITAR CENTER #7180,85.16,Entertainment & Leisure,Hobbies
2025-04-30,EXPEDIA TOUR PACKAGE,770.79,Travel & Vacations,Tour packages
2024-09-05,BANFIELD PET HOSPITAL,528.12,Pets,Vet care
2024-01-15,MASTERCLASS.COM,241.13,Entertainment & Leisure,Classes
2025-11-23,TICKETMASTER EVENT,234.41,Entertainment & Leisure,Event tickets
2025-06-27,USAA HOMEOWNERS,208.73,Housing & Real Estate,Homeowner's Insurance
2025-08-05,LOCAL COMMUNITY COLLEGE,346.41,Entertainment & Leisure,Classes
2025-08-21,REI CO-OP #3421,85.33,Entertainment & Leisure,Recreational equipment
2025-08-10,APPLE.COM/BILL,6.7,Entertainment & Leisure,Apps/services
2025-06-20,COMMUNITY CHURCH GIVING,398.89,Gifts & Charity,Tithing
2024-06-27,FOOT LOCKER #7706,32.76,Personal Care & Apparel,Shoes
2024-06-10,7-ELEVEN #9116,19.6,Food & Dining,Snacks & Desserts
2024-12-18,TRAVELERS UMBRELLA,59.22,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2024-09-10,LOCAL COMMUNITY COLLEGE,319.56,Entertainment & Leisure,Classes
2025-09-20,WAYFAIR.COM,523.43,Household,Furniture
2024-07-15,HANDYMAN PRO SVC,525.71,Housing & Real Estate,Maintenance & repairs
2025-07-17,GOOGLE PLAY APPS,12.06,Entertainment & Leisure,Apps/services
2025-06-17,CHEWY.COM BIRD,11.47,Pets,Bird supplies
2025-09-25,SOFI PERSONAL LOAN,277.91,Debts & Loans,Personal installment loans
2024-02-16,JIFFY LUBE #6173,309.11,Transportation & Vehicle,Vehicle maintenance & repairs
2024-02-18,OLIVE GARDEN #4787,62.84,Food & Dining,Dining out
2025-10-31,HOME DEPOT APPLIANCES,395.54,Household,Appliances
2025-09-09,7-ELEVEN #251,7.37,Food & Dining,Snacks & Desserts
2025-03-29,EXPEDIA TOUR PACKAGE,282.36,Travel & Vacations,Tour packages
2024-07-29,FOOT LOCKER #7872,133.79,Personal Care & Apparel,Shoes
2024-03-28,LOCAL PET GROOMER,70.73,Pets,Grooming
2024-06-23,OLD NAVY #8411,76.54,Personal Care & Apparel,Clothing
2024-04-18,VERIZON WIRELESS,89.59,Utilities & Communication,Cell phone
2025-08-28,LOCAL DAYCARE CENTER,716.25,Family & Dependent Support,Childcare
2024-01-20,KROGER #186,200.7,Food & Dining,Groceries
2025-08-04,HILTON HOTELS #9485,289.72,Travel & Vacations,Lodging
2024-12-26,DELTA AIR LINES,668.69,Travel & Vacations,Flights
2024-03-17,FIRESTONE COMPLETE AUTO,69.09,Transportation & Vehicle,Vehicle maintenance & repairs
2024-03-04,HULU SUBSCRIPTION,49.11,Utilities & Communication,Cable/streaming services
2025-05-10,MCDONALD'S #2689,13.79,Food & Dining,Fast food
2024-01-23,BRIGHT HORIZONS DAYCARE,1168.2,Family & Dependent Support,Childcare
2025-10-13,TRAVELERS UMBRELLA,55.65,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2024-06-19,TARGET #7097,178.32,Gifts & Charity,Holiday/birthday gifts
2025-03-05,MARRIOTT HOTELS #6423,313.49,Travel & Vacations,Lodging
2024-05-29,FIRESTONE COMPLETE AUTO,783.11,Transportation & Vehicle,Vehicle maintenance & repairs
2024-09-27,STATE FARM INSURANCE,265.62,Housing & Real Estate,Homeowner's Insurance
2025-06-28,HOME DEPOT APPLIANCES,1119.68,Household,
2025-08-15,DMV VEHICLE REG,233.91,Transportation & Vehicle,Registration/licensing
2025-12-08,GENWORTH LTC INSURANCE,199.26,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2025-04-08,APPLE.COM/BILL,23.95,Entertainment & Leisure,Apps/services
2024-12-21,LOCAL DAYCARE CENTER,710.47,Family & Dependent Support,Childcare
2024-11-18,TOYOTA FINANCIAL SVC,621.51,Transportation & Vehicle,Car payments
2024-05-13,STATE FARM INSURANCE,80.96,Housing & Real Estate,Homeowner's Insurance
2025-06-15,CHIPOTLE #5556,21.08,Food & Dining,Fast food
2024-10-10,CAPITAL ONE PAYMENT,707.49,Debts & Loans,Credit card balances
2024-12-19,TACO BELL #5331,19.68,Food & Dining,Fast food
2025-10-23,NATIONAL GRID GAS,165.03,Utilities & Communication,Gas
2024-07-31,BRIGHT SMILES DENTAL,85.65,Healthcare,Dental/vision care
2024-02-09,CHICK-FIL-A #8293,5.81,Food & Dining,Fast food
2025-05-22,AXS TICKET PURCHASE,229.19,Entertainment & Leisure,Event tickets
2024-06-24,HONDA FINANCIAL,253.78,Transportation & Vehicle,Car payments
2024-04-19,STATE FARM AUTO,123.24,Transportation & Vehicle,Auto insurance
2024-09-26,GREYSTAR PROPERTY MGMT,2413.78,Housing & Real Estate,Rent
2025-07-08,TARGET #4935,24.73,Personal Care & Apparel,Cosmetics/personal hygiene products
2025-10-17,CHEWY.COM BIRD,21.16,Pets,Bird supplies
2024-06-04,SKILLSHARE SUBSCRIPTION,97.03,Entertainment & Leisure,Classes
2025-02-06,LYFT RIDE,14.77,Transportation & Vehicle,Public transit/ride-sharing
2024-05-17,CHEVRON #6924,61.22,Transportation & Vehicle,Gas/fuel
2025-06-20,TRIPADVISOR EXPERIENCES,358.51,Travel & Vacations,Tour packages
2024-12-14,DELTA AIR LINES,749.03,Travel & Vacations,Flights
2024-08-26,WELLS FARGO HOME MTG,1349.91,Housing & Real Estate,Mortgage
2025-12-02,USAA UMBRELLA POLICY,41.92,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2024-09-02,LOCAL COMMUNITY COLLEGE,263.78,Entertainment & Leisure,Classes
2024-06-23,PETCO GROOMING SALON,50.45,Pets,Grooming
2024-06-18,CHEWY.COM BIRD,41.12,Pets,Bird supplies
2025-03-02,ASPEN DENTAL #2040,296.71,Healthcare,Dental/vision care
2025-09-08,FIRST BAPTIST CHURCH,304.12,Gifts & Charity,Tithing
2024-02-22,MUTUAL OF OMAHA LTC,100.58,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2025-11-17,CITY TRASH COLLECTION,48.08,Utilities & Communication,Trash
2025-02-05,SKILLSHARE SUBSCRIPTION,87.63,Entertainment & Leisure,Classes
2024-12-01,ACADEMY SPORTS #760,123.21,Entertainment & Leisure,Recreational equipment
2025-05-27,HONDA FINANCIAL,539.67,Transportation & Vehicle,Car payments
2024-11-20,USAA UMBRELLA POLICY,24.25,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2025-10-07,URGENT CARE CLINIC,36.74,Healthcare,Out-of-pocket medical costs
2025-12-11,SEPHORA #3013,49.32,Personal Care & Apparel,Cosmetics/personal hygiene products
2025-04-16,AMAZON.COM GIFT,32.44,Gifts & Charity,Holiday/birthday gifts
2025-09-05,URGENT CARE CLINIC,242.48,Healthcare,Out-of-pocket medical costs
2025-11-11,HOA MGMT ASSOC #6067,344.08,Housing & Real Estate,HOA fees
2024-12-24,MARRIOTT HOTELS #4188,443.52,Travel & Vacations,Lodging
2025-03-02,VIATOR TOURS,259.37,Travel & Vacations,Tour packages
2025-05-05,THE CHEESECAKE FACTORY,137.7,Food & Dining,Dining out
2024-12-22,ST JUDE DONATION,101.45,Gifts & Charity,Charitable donations
2024-06-14,ZILLOW RENTAL PYMT,1660.87,Housing & Real Estate,Rent
2024-05-18,TARGET #9860,18.02,Gifts & Charity,Holiday/birthday gifts
2024-08-11,COUNTY VEHICLE LICENSE,248.52,Transportation & Vehicle,Registration/licensing
2024-11-02,ALLY AUTO PAYMENT,621.55,Transportation & Vehicle,Car payments
2025-01-31,ULTA BEAUTY #869,83.97,Personal Care & Apparel,Cosmetics/personal hygiene products
2025-02-01,DELTA AIR LINES,569.04,Travel & Vacations,Flights
2025-11-08,MARRIOTT HOTELS #7105,134.69,Travel & Vacations,Lodging
2024-10-17,SPECTRUM INTERNET,72.94,Utilities & Communication,Internet
2024-02-17,EQUINOX CLUB DUES,141.96,Entertainment & Leisure,Gym/club memberships
2024-12-13,CHICK-FIL-A #6214,20.9,Food & Dining,Fast food
2024-08-29,MUNICIPAL WATER DEPT,78.92,Utilities & Communication,Water/sewer
2025-09-11,SPECTRUM CABLE TV,23.44,Utilities & Communication,Cable/streaming services
2025-05-10,URGENT CARE CLINIC,279.0,Healthcare,Out-of-pocket medical costs
2024-04-13,WELLS FARGO HOME MTG,2568.51,Housing & Real Estate,Mortgage
